supplierShopId,vitrineShopId,recommendationScore
madly-wish.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3572540721
spoon-moon.myshopify.com,clwv7ymhn239241p2e728iueuh,0.05597962562
ba1a6d13-cdf8-4ee6-a790-2708b4b74cc8,clwv7ymhn239241p2e728iueuh,0.3546004808
little-and-five.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3561688395
bf88633f-c233-494a-8b54-1ba4158b2dab,clwv7ymhn239241p2e728iueuh,0.3548311001
eager-eagle-3747.myshopify.com,clwv7ymhn239241p2e728iueuh,0.356099852
trilastin.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3568385523
petit-peony.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3571137156
sarah-flint.myshopify.com,clwv7ymhn239241p2e728iueuh,0.05785244522
hedgequarters.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3577681201
d08112-2.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3580883898
bloody-buddy-cup.myshopify.com,clwv7ymhn239241p2e728iueuh,0.05627053364
popsters-shop.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3567086544
us-currentbody.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3602161302
wdydtl.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3563452153
baker-and-olive.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3582708953
puzzlefolk.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3596454446
ecuadane.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3572536054
zwitafoods.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3567065471
doraihome.myshopify.com,clwv7ymhn239241p2e728iueuh,0.0591569357
camille-company-us.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3566744397
shop-everset.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3570655526
cords-club.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3574890944
limeberry-designs.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3568863784
maya-parfum.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3618131138
dairypill.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3571866252
063371cf-8d93-437d-8a97-4584a9a9343f,clwv7ymhn239241p2e728iueuh,0.3548470718
sortjoy.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3594769933
pretzels-shop.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3587195888
eidyllia.myshopify.com,clwv7ymhn239241p2e728iueuh,0.05644132545
d7f3c9-3.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3571301362
minorhistory.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3574903581
igluoutfitters.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3562983586
bridebrite.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3578424327
tenzo-tea.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3572149127
kinfield.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3572224797
feat-socks.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3595787569
you-ay.myshopify.com,clwv7ymhn239241p2e728iueuh,0.356391321
get-a-next-day.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3559348361
little-hands-and-nature.myshopify.com,clwv7ymhn239241p2e728iueuh,0.05707243517
malla-880.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3574195983
we-are-nus.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3566208338
805f23.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3566510887
n-c-sample-sale.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3580654897
shop-mentionables.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3572112104
rey-to-z.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3602354239
little-mama-shirt-shop.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3587898282
sea-marie-designs.myshopify.com,clwv7ymhn239241p2e728iueuh,0.357052389
madeincookware.myshopify.com,clwv7ymhn239241p2e728iueuh,0.0546911365
082dc6.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3574277195
rickirum.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3573534834
viori-beauty.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3547956346
tucky-belt.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3589814563
little-chompions.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3560842432
lillie-eats-and-tells-shop.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3564796902
makeitcutekids.myshopify.com,clwv7ymhn239241p2e728iueuh,0.05487295425
worldspicemerchants.myshopify.com,clwv7ymhn239241p2e728iueuh,0.354962474
shopluluandroo.myshopify.com,clwv7ymhn239241p2e728iueuh,0.05673646087
laced-lash-store.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3545681347
st-roche.myshopify.com,clwv7ymhn239241p2e728iueuh,0.05742902204
abigail-home.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3573918927
port213.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3579735225
greatfurnituredeal.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3560607865
mysozy.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3571853575
lifestacksnutrition.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3567808517
andar-wallets.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3573744691
alltshelf.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3562089399
ba92caec-bdde-44bd-a973-fb28620fd5b5,clwv7ymhn239241p2e728iueuh,0.3547128741
modern-picnic-ny.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3547312909
the-jam-stand.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3579677092
mud-wtr.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3565790194
rock-roll-candle-co.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3576299976
kendall-conrad.myshopify.com,clwv7ymhn239241p2e728iueuh,0.05655569262
cozys.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3564287836
joanna-buchanan.myshopify.com,clwv7ymhn239241p2e728iueuh,0.05737010259
simplyseaglasshawaii.myshopify.com,clwv7ymhn239241p2e728iueuh,0.05620982775
mixedmade.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3602827695
72ab52-3.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3575084794
trendy-ties.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3578681136
alden-threads.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3573816183
daise-sun-protective-essentials.myshopify.com,clwv7ymhn239241p2e728iueuh,0.05662678073
3f17d294-3e57-48b0-9e11-df8e664b94cc,clwv7ymhn239241p2e728iueuh,0.3548585552
kyte-baby-co.myshopify.com,clwv7ymhn239241p2e728iueuh,0.05774898207
lemon-drop-love.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3582519873
kettleandfire.myshopify.com,clwv7ymhn239241p2e728iueuh,0.05702227452
jumelle-press.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3569087299
toesox-tavinoir.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3562947874
woolx.myshopify.com,clwv7ymhn239241p2e728iueuh,0.05745688724
shop-contagious.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3572791815
shopsolesisters.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3573843617
meetalleyoop.myshopify.com,clwv7ymhn239241p2e728iueuh,0.358975574
the-u-beauty.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3580167583
b3b7b218-72fb-42a9-b20a-0c8b0798585a,clwv7ymhn239241p2e728iueuh,0.3547204091
hh-perla.myshopify.com,clwv7ymhn239241p2e728iueuh,0.05638423072
ffa54405-22b0-4c8a-a526-f30af15646e7,clwv7ymhn239241p2e728iueuh,0.3545983475
phonesoap-main.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3546287169
4134f605-4d0b-4088-b592-f1b5eb16a0fa,clwv7ymhn239241p2e728iueuh,0.3546587972
wildland-coffee.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3561439973
thread-llc.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3579199318
the-pillowscarf.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3581881187
owala.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3624966393
deux-mains-dev.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3582137016
kobuk-leather-co.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3546131632
0456fec7-e96d-46b4-bc42-37add7272a1b,clwv7ymhn239241p2e728iueuh,0.3549758878
olive-ave-boutique.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3569898075
shine-cosmetics-corporate.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3582775245
joydays5.myshopify.com,clwv7ymhn239241p2e728iueuh,0.356888127
harry-josh-pro-tools.myshopify.com,clwv7ymhn239241p2e728iueuh,0.05791360794
instyler.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3588577242
3a153969-554f-4d66-b251-8162538d330f,clwv7ymhn239241p2e728iueuh,0.3547166882
fine-sunglasses.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3564653072
sea-no-evil.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3564764397
e5341a-39.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3556721043
modernandchicboutique.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3577616006
character-tools.myshopify.com,clwv7ymhn239241p2e728iueuh,0.05828390293
the-sweet-tooth-fairy.myshopify.com,clwv7ymhn239241p2e728iueuh,0.05834527588
licorice-shop.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3601259739
gia-roma.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3568928841
5c44bec3-c494-48c7-98d6-c45a2f9e462a,clwv7ymhn239241p2e728iueuh,0.3545983475
modern-piggy.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3570982906
siena-and-co.myshopify.com,clwv7ymhn239241p2e728iueuh,0.356655241
mixhers2.myshopify.com,clwv7ymhn239241p2e728iueuh,0.05709762142
the-simple-olive.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3570851272
hyer-goods.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3576028557
table06.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3560516207
sheergear.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3586773906
simkarose.myshopify.com,clwv7ymhn239241p2e728iueuh,0.358067456
golden-dot-lane.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3579511379
coconu-staging.myshopify.com,clwv7ymhn239241p2e728iueuh,0.358982929
tobiq.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3567598383
bryn-nicholle.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3547128741
cool-jams-store.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3564880745
kosterina-dev.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3564380094
five-little-things.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3564256305
bean-coffee-company.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3578258499
dudley-stephens.myshopify.com,clwv7ymhn239241p2e728iueuh,0.06028852267
dateboxclub.myshopify.com,clwv7ymhn239241p2e728iueuh,0.0562024286
luvmyjewelry.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3568193956
scoutbags.myshopify.com,clwv7ymhn239241p2e728iueuh,0.359819567
sand-cloud.myshopify.com,clwv7ymhn239241p2e728iueuh,0.357548792
100-pure.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3578458563
d1da01.myshopify.com,clwv7ymhn239241p2e728iueuh,0.357314519
common-good-shop.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3589569381
wearedore.myshopify.com,clwv7ymhn239241p2e728iueuh,0.359145281
surelywine.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3581851204
natemiababy.myshopify.com,clwv7ymhn239241p2e728iueuh,0.35939299
bits-and-bows-llc.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3589873801
7am-enfant.myshopify.com,clwv7ymhn239241p2e728iueuh,0.05755675737
twigs-vinesshoppe.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3566304448
cannery-camp.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3568626499
599f1353-0dc9-4748-b60d-22c309096069,clwv7ymhn239241p2e728iueuh,0.3547749057
shamelesssnacks.myshopify.com,clwv7ymhn239241p2e728iueuh,0.359316371
jj-paperie-co.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3565053406
nathan-home.myshopify.com,clwv7ymhn239241p2e728iueuh,0.05640389847
checkpup.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3561330889
year-day.myshopify.com,clwv7ymhn239241p2e728iueuh,0.35788491
el-cholos-kid.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3570816982
8e569d.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3558398859
perpetual-shade.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3562815913
nantucketcrisps.myshopify.com,clwv7ymhn239241p2e728iueuh,0.356309177
novaeclothing.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3583800558
cf29c4.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3586235619
getjoocier.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3577396965
bio-first-us.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3562238662
packd-bags.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3583540154
9be6654c-ef41-4ab1-9a52-6046cc5d9dfb,clwv7ymhn239241p2e728iueuh,0.3549442725
bella-tu-2.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3578615482
18summers.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3581853189
pedestrianproject.myshopify.com,clwv7ymhn239241p2e728iueuh,0.356330083
click-grow.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3572496891
exauoliveoil.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3566107049
ophelia-indigo.myshopify.com,clwv7ymhn239241p2e728iueuh,0.06065727437
45ec24-2.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3561375026
uve-pro.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3565134301
ae04711d-93f7-4ebe-8ef2-a3d9cf3dd37c,clwv7ymhn239241p2e728iueuh,0.3547717205
soren-brand.myshopify.com,clwv7ymhn239241p2e728iueuh,0.356472443
flowerhairtool.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3584091458
fresh-fixes.myshopify.com,clwv7ymhn239241p2e728iueuh,0.358169945
babs-birdie.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3566646469
oil-babe.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3594766048
versed-skin.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3599279747
sipjeng.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3563916976
home-and-kind.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3576566463
big-word-store.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3598791913
465d611e-2c7d-45f5-bb18-d38684467081,clwv7ymhn239241p2e728iueuh,0.3548871886
the-stockplace.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3592009009
simply-sade-jane.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3571995478
shopforothers.myshopify.com,clwv7ymhn239241p2e728iueuh,0.357239591
probioticmaker.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3558840821
howdoesshe.myshopify.com,clwv7ymhn239241p2e728iueuh,0.356953502
bb0075-2.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3566571797
yourporcupine.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3569129562
luna-nail-wraps.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3547817344
zahava-tel-aviv.myshopify.com,clwv7ymhn239241p2e728iueuh,0.05653580404
janstowelstore.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3547646885
kasel-krafts.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3567296946
postum-beverage.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3557839845
rock-ruddle-usa.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3573676871
emily-ley.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3585908649
lo-sons.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3589094802
thenomadik.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3580328078
sweets-syrup.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3588479033
c-g-test-store.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3564609064
3d65b3ce-3255-41b4-a986-aa406238681f,clwv7ymhn239241p2e728iueuh,0.3547547527
the-lola-blanket.myshopify.com,clwv7ymhn239241p2e728iueuh,0.05742702976
waiting-on-martha.myshopify.com,clwv7ymhn239241p2e728iueuh,0.06047260054
shop-spoiling-me.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3565743051
sara-fitz.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3587028547
lisas-passion-for-popcorn.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3581022755
the-pony-pick.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3567105632
dawsonthelabel.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3562165691
brennan-candle-co.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3570838963
little-books-nooks.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3567009264
5cfc7d.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3565248696
greta-louise.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3564276539
matzo-ball.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3545983475
earl-8421.myshopify.com,clwv7ymhn239241p2e728iueuh,0.05815251012
yuda-best.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3563973957
wetcloths-com.myshopify.com,clwv7ymhn239241p2e728iueuh,0.356514478
mikunafoods.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3562231968
the-monogram-corner-shop.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3579561949
sandiegocoffee.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3568043932
sister-katie.myshopify.com,clwv7ymhn239241p2e728iueuh,0.05669951591
my-skin-routine.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3573163422
picnic-time-brands.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3577496345
opalite.myshopify.com,clwv7ymhn239241p2e728iueuh,0.05635842472
liveby-active.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3596647042
altfragrances.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3562015977
047e8fc6-d29f-49c6-9954-d10bbe2620d9,clwv7ymhn239241p2e728iueuh,0.3546958368
nakano-knives-usa.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3581538892
abiayres.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3573833021
haand.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3564473015
dorseyshop.myshopify.com,clwv7ymhn239241p2e728iueuh,0.05815049535
beccobags.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3579507608
to-africa-and-beyond.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3563387185
f78b502a-628e-4f94-b09e-5d3c21d1ca1a,clwv7ymhn239241p2e728iueuh,0.3547594782
my-super-oil.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3559030589
85bfc6bd-69a3-484b-bed8-9fc14933a247,clwv7ymhn239241p2e728iueuh,0.3546952611
63d53849-ea3e-449a-a95c-f75045e36e37,clwv7ymhn239241p2e728iueuh,0.3555936477
whiskware.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3577758387
chingulis-creations.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3570284713
tubby-todd-bath-co.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3566137124
kilte-shop.myshopify.com,clwv7ymhn239241p2e728iueuh,0.05648414835
justmystic.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3564293396
boomboomenergy.myshopify.com,clwv7ymhn239241p2e728iueuh,0.357815276
blue-white-collar.myshopify.com,clwv7ymhn239241p2e728iueuh,0.35459193
twenty-five-days-of-christ-4.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3562588983
plumdeluxe.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3562128529
osay.myshopify.com,clwv7ymhn239241p2e728iueuh,0.0567671988
psychedelicwater.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3570028052
well-oiled-skincare.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3567880877
yardbird-outside.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3574169898
fresh-clean-tees.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3546460178
b5c9c2f4-feb9-4dc5-8222-24e0081f6fee,clwv7ymhn239241p2e728iueuh,0.3546498706
d25b052a-516c-4f31-ba70-7eab836e5a5f,clwv7ymhn239241p2e728iueuh,0.3547327693
florence-eiseman.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3581741632
beth-ladd-collections.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3575220779
027cd5a5-c6a4-4cf3-bacb-2aa2ae95d619,clwv7ymhn239241p2e728iueuh,0.3546481494
multitasky.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3611562787
94e39658-bacf-404e-abf0-a9844abbb5b4,clwv7ymhn239241p2e728iueuh,0.3547128741
dycegames.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3546287169
1fac1381-7ff8-411c-a31a-7efefe01c09f,clwv7ymhn239241p2e728iueuh,0.3545983475
c8cc5c-2.myshopify.com,clwv7ymhn239241p2e728iueuh,0.3562095141
238c1d08-333c-4d50-8fd8-de6c36cade9c,clwv7ymhn239241p2e728iueuh,0.3548568193
four-and-twenty-sailors-shop.myshopify.com,averiecooks,0.3717004861
livefashionable.myshopify.com,averiecooks,0.02941176471
the-haircut-box.myshopify.com,averiecooks,0.02941176471
testbig.myshopify.com,averiecooks,0.02941176471
pull-it-together-tribe.myshopify.com,averiecooks,0.4140042568
smallpackages.myshopify.com,averiecooks,0.02941176471
xena-workwear.myshopify.com,averiecooks,0.4039830341
two-peas-and-their-pod.myshopify.com,averiecooks,0.07352941176
barlow-co-woodwork.myshopify.com,averiecooks,0.02941176471
am-niccoli.myshopify.com,averiecooks,0.02941176471
kitschllc.myshopify.com,averiecooks,0.02941176471
laticoleathers.myshopify.com,averiecooks,0.02941176471
g2gproteinbar.myshopify.com,averiecooks,0.02941176471
caraway-home.myshopify.com,averiecooks,0.02941176471
kryo-gear.myshopify.com,averiecooks,0.02941176471
abaraboveshop.myshopify.com,averiecooks,0.3875796051
shitthatiknit.myshopify.com,averiecooks,0.3901297773
disco-beauties.myshopify.com,averiecooks,0.02941176471
spicewallabrand.myshopify.com,averiecooks,0.02941176471
year-and-day,averiecooks,0.08665908782
teststore12022-1584.myshopify.com,averiecooks,0.364271978
baker-and-olive.myshopify.com,averiecooks,0.02941176471
maya-parfum.myshopify.com,averiecooks,0.02941176471
74b05d-3.myshopify.com,averiecooks,0.4167597556
boarderie.myshopify.com,averiecooks,0.3897844171
sea-marie-designs.myshopify.com,averiecooks,0.02941176471
viori-beauty.myshopify.com,averiecooks,0.02941176471
worldspicemerchants.myshopify.com,averiecooks,0.02941176471
joanna-buchanan.myshopify.com,averiecooks,0.02941176471
cesta-collective.myshopify.com,averiecooks,0.1189025561
alden-threads.myshopify.com,averiecooks,0.3791231257
lemon-drop-love.myshopify.com,averiecooks,0.3928815039
the-pillowscarf.myshopify.com,averiecooks,0.02941176471
owala.myshopify.com,averiecooks,0.02941176471
deux-mains-dev.myshopify.com,averiecooks,0.02941176471
harry-josh-pro-tools.myshopify.com,averiecooks,0.07352941176
instyler.myshopify.com,averiecooks,0.02941176471
e5341a-39.myshopify.com,averiecooks,0.1029411765
modernandchicboutique.myshopify.com,averiecooks,0.02941176471
gia-roma.myshopify.com,averiecooks,0.02941176471
modern-piggy.myshopify.com,averiecooks,0.02941176471
coconu-staging.myshopify.com,averiecooks,0.02941176471
kosterina-dev.myshopify.com,averiecooks,0.02941176471
sand-cloud.myshopify.com,averiecooks,0.02941176471
gopureorganics.myshopify.com,averiecooks,0.4047153259
year-day.myshopify.com,averiecooks,0.02941176471
oil-babe.myshopify.com,averiecooks,0.02941176471
rock-ruddle-usa.myshopify.com,averiecooks,0.02941176471
the-lola-blanket.myshopify.com,averiecooks,0.02941176471
waiting-on-martha.myshopify.com,averiecooks,0.02941176471
moonglow-jewelry.myshopify.com,averiecooks,0.386963451
sandiegocoffee.myshopify.com,averiecooks,0.02941176471
leatherbys-family-creamery.myshopify.com,averiecooks,0.3975475938
picnic-time-brands.myshopify.com,averiecooks,0.02941176471
nakano-knives-usa.myshopify.com,averiecooks,0.7647058824
haand.myshopify.com,averiecooks,0.02941176471
ivie-lola.myshopify.com,averiecooks,0.3929533982
firefly2019.myshopify.com,averiecooks,0.3768342791
vooray.myshopify.com,averiecooks,0.4158202526
flagship-merch.myshopify.com,averiecooks,0.387007982
beth-ladd-collections.myshopify.com,averiecooks,0.02941176471
drawers-clothing.myshopify.com,averiecooks,0.361164919
asha-by-adm.myshopify.com,clw9wtper4393271pw62i48dsb3,0.05623833603
great-jones-goods.myshopify.com,clw9wtper4393271pw62i48dsb3,0.05623833603
livefashionable.myshopify.com,clw9wtper4393271pw62i48dsb3,0.356238336
saltytubco.myshopify.com,clw9wtper4393271pw62i48dsb3,0.356238336
the-haircut-box.myshopify.com,clw9wtper4393271pw62i48dsb3,0.356238336
trueclassictees-com.myshopify.com,clw9wtper4393271pw62i48dsb3,0.356238336
try-melo-air.myshopify.com,clw9wtper4393271pw62i48dsb3,0.356238336
metrolineas.myshopify.com,clw9wtper4393271pw62i48dsb3,0.356238336
anemone-swim.myshopify.com,clw9wtper4393271pw62i48dsb3,0.05623833603
testbig.myshopify.com,clw9wtper4393271pw62i48dsb3,0.356238336
caramelsshop.myshopify.com,clw9wtper4393271pw62i48dsb3,0.356238336
littlebloomers.myshopify.com,clw9wtper4393271pw62i48dsb3,0.356238336
istolemyboyfriendsshirt.myshopify.com,clw9wtper4393271pw62i48dsb3,0.05623833603
smallpackages.myshopify.com,clw9wtper4393271pw62i48dsb3,0.356238336
nori-press.myshopify.com,clw9wtper4393271pw62i48dsb3,0.356238336
mylola-com.myshopify.com,clw9wtper4393271pw62i48dsb3,0.356238336
bare-babe-shop.myshopify.com,clw9wtper4393271pw62i48dsb3,0.356238336
3a13fa-2.myshopify.com,clw9wtper4393271pw62i48dsb3,0.356238336
pearl-street-swim.myshopify.com,clw9wtper4393271pw62i48dsb3,0.356238336
ajarofpickles.myshopify.com,clw9wtper4393271pw62i48dsb3,0.05623833603
minnesota-glasses.myshopify.com,clw9wtper4393271pw62i48dsb3,0.356238336
wilder-condiments-llc.myshopify.com,clw9wtper4393271pw62i48dsb3,0.356238336
two-peas-and-their-pod.myshopify.com,clw9wtper4393271pw62i48dsb3,0.356238336
87fb7e-4.myshopify.com,clw9wtper4393271pw62i48dsb3,0.356238336
pmdb.myshopify.com,clw9wtper4393271pw62i48dsb3,0.356238336
cedaf271-7bf0-462c-92ea-f2024203c1dd,clw9wtper4393271pw62i48dsb3,0.356238336
the-foot-zoning-school.myshopify.com,clw9wtper4393271pw62i48dsb3,0.05623833603
vestigebrand.myshopify.com,clw9wtper4393271pw62i48dsb3,0.356238336
barlow-co-woodwork.myshopify.com,clw9wtper4393271pw62i48dsb3,0.356238336
gifts-that-bloom-3041.myshopify.com,clw9wtper4393271pw62i48dsb3,0.356238336
flux-footwear-llc.myshopify.com,clw9wtper4393271pw62i48dsb3,0.356238336
